weather_id,airport_code,date,hour,condition,temperature_f,wind_speed_mph,visibility_miles,precipitation_inches,humidity_pct,delay_risk_score
WX0004712,DEN,2023-04-21,12,Clear,66,10.8,8.8,0,92,1.21
WX0004713,DEN,2023-04-21,18,Overcast,61,27.7,5.8,0,48,2.4
WX0004714,DEN,2023-04-22,6,Heavy Rain,66,3.8,1.0,0.63,61,2.91
WX0004715,DEN,2023-04-22,12,Fog,66,2.5,2.3,0.09,40,2.82
WX0004716,DEN,2023-04-22,18,Light Rain,65,2.9,2.5,0.27,65,2.16
WX0004717,DEN,2023-04-23,6,Partly Cloudy,54,2.6,8.3,0,78,1.12
WX0004718,DEN,2023-04-23,12,Clear,69,16.9,9.9,0,46,1.22
WX0004719,DEN,2023-04-23,18,Partly Cloudy,47,0.5,9.2,0,86,0.98
WX0004720,DEN,2023-04-24,6,Freezing Rain,57,1.7,3.6,0.58,92,3.59
WX0004721,DEN,2023-04-24,12,Partly Cloudy,69,4.3,8.2,0,94,1.18
WX0004722,DEN,2023-04-24,18,Partly Cloudy,64,11.1,8.1,0,58,1.37
WX0004723,DEN,2023-04-25,6,Snow,50,7.2,1.4,0.37,83,4.17
WX0004724,DEN,2023-04-25,12,Clear,50,34.9,9.1,0,53,1.73
WX0004725,DEN,2023-04-25,18,Light Rain,63,7.0,4.5,0.26,65,2.09
WX0004726,DEN,2023-04-26,6,Partly Cloudy,61,6.1,8.2,0,89,1.22
WX0004727,DEN,2023-04-26,12,Clear,59,8.6,9.4,0,53,1.09
WX0004728,DEN,2023-04-26,18,High Winds,52,3.3,5.9,0,71,2.44
WX0004729,DEN,2023-04-27,6,High Winds,71,5.1,7.8,0,33,2.2
WX0004730,DEN,2023-04-27,12,High Winds,57,17.9,7.3,0,92,2.94
WX0004731,DEN,2023-04-27,18,Thunderstorm,45,3.4,2.1,1.31,53,3.5
WX0004732,DEN,2023-04-28,6,Overcast,49,51.5,7.8,0,57,2.79
WX0004733,DEN,2023-04-28,12,Clear,68,36.9,9.8,0,80,1.67
WX0004734,DEN,2023-04-28,18,Light Rain,55,16.9,4.1,0.03,94,2.6
WX0004735,DEN,2023-04-29,6,Partly Cloudy,60,1.1,9.0,0,44,1.02
WX0004736,DEN,2023-04-29,12,Clear,57,26.2,8.4,0,47,1.63
WX0004737,DEN,2023-04-29,18,Thunderstorm,68,1.6,1.1,0.63,86,3.54
WX0004738,DEN,2023-04-30,6,High Winds,52,0.5,5.6,0,80,2.33
WX0004739,DEN,2023-04-30,12,Clear,58,15.2,9.8,0,76,1.2
WX0004740,DEN,2023-04-30,18,Partly Cloudy,50,31.2,9.1,0,48,1.75
WX0004741,DEN,2023-05-01,6,High Winds,59,5.8,7.3,0,30,2.33
WX0004742,DEN,2023-05-01,12,High Winds,71,2.3,7.8,0,56,2.06
WX0004743,DEN,2023-05-01,18,Clear,69,1.4,9.6,0,70,0.91
WX0004744,DEN,2023-05-02,6,High Winds,67,27.0,7.0,0,47,3.48
WX0004745,DEN,2023-05-02,12,High Winds,75,1.7,7.0,0,90,2.17
WX0004746,DEN,2023-05-02,18,Fog,54,59.2,6.0,0.13,33,5.21
WX0004747,DEN,2023-05-03,6,Clear,72,4.0,9.2,0,51,1.01
WX0004748,DEN,2023-05-03,12,Clear,65,1.8,8.4,0,94,1.03
WX0004749,DEN,2023-05-03,18,High Winds,72,15.4,8.5,0,32,2.55
WX0004750,DEN,2023-05-04,6,Clear,75,2.9,9.5,0,82,0.96
WX0004751,DEN,2023-05-04,12,Overcast,61,5.0,6.2,0,37,1.55
WX0004752,DEN,2023-05-04,18,Light Rain,66,2.9,4.7,0.04,58,1.89
WX0004753,DEN,2023-05-05,6,Clear,62,1.8,10.0,0,72,0.89
WX0004754,DEN,2023-05-05,12,Overcast,69,5.4,7.9,0,48,1.37
WX0004755,DEN,2023-05-05,18,Partly Cloudy,82,1.6,8.5,0,73,1.08
WX0004756,DEN,2023-05-06,6,Thunderstorm,63,0.3,1.0,1.2,30,3.45
WX0004757,DEN,2023-05-06,12,Partly Cloudy,73,13.2,9.4,0,85,1.27
WX0004758,DEN,2023-05-06,18,Light Rain,46,3.9,2.3,0.19,89,2.23
WX0004759,DEN,2023-05-07,6,Clear,50,1.3,9.2,0,34,0.95
WX0004760,DEN,2023-05-07,12,Snow,61,3.8,3.8,0.44,39,3.37
WX0004761,DEN,2023-05-07,18,Partly Cloudy,63,16.0,8.3,0,94,1.47
WX0004762,DEN,2023-05-08,6,Clear,74,9.7,8.5,0,88,1.21
WX0004763,DEN,2023-05-08,12,Freezing Rain,69,6.5,2.1,0.58,59,4.37
WX0004764,DEN,2023-05-08,18,Partly Cloudy,68,11.9,8.2,0,73,1.38
WX0004765,DEN,2023-05-09,6,Fog,69,15.4,4.3,0.24,35,3.26
WX0004766,DEN,2023-05-09,12,Clear,64,0.3,9.9,0,55,0.86
WX0004767,DEN,2023-05-09,18,Partly Cloudy,61,7.3,9.4,0,36,1.13
WX0004768,DEN,2023-05-10,6,Light Rain,65,5.8,3.3,0.22,48,2.2
WX0004769,DEN,2023-05-10,12,Light Rain,81,3.9,4.4,0.11,31,1.97
WX0004770,DEN,2023-05-10,18,Heavy Rain,64,12.9,1.8,0.36,75,3.37
WX0004771,DEN,2023-05-11,6,Clear,70,2.8,9.7,0,91,0.94
WX0004772,DEN,2023-05-11,12,Snow,75,35.6,1.5,0.18,85,6.64
WX0004773,DEN,2023-05-11,18,High Winds,68,30.0,5.2,0,49,4.14
WX0004774,DEN,2023-05-12,6,Light Rain,81,5.3,3.0,0.19,57,2.21
WX0004775,DEN,2023-05-12,12,Partly Cloudy,67,1.9,8.3,0,95,1.1
WX0004776,DEN,2023-05-12,18,High Winds,65,52.8,8.6,0,90,4.23
WX0004777,DEN,2023-05-13,6,Partly Cloudy,69,24.2,8.5,0,31,1.66
WX0004778,DEN,2023-05-13,12,High Winds,68,12.2,5.1,0,89,3.11
WX0004779,DEN,2023-05-13,18,Partly Cloudy,74,27.5,8.2,0,65,1.79
WX0004780,DEN,2023-05-14,6,Heavy Rain,63,8.2,2.1,1.47,77,3.02
WX0004781,DEN,2023-05-14,12,Fog,68,26.1,5.9,0.26,49,3.5
WX0004782,DEN,2023-05-14,18,Fog,67,10.6,2.4,0.27,62,3.34
WX0004783,DEN,2023-05-15,6,High Winds,68,5.0,5.2,0,60,2.66
WX0004784,DEN,2023-05-15,12,Partly Cloudy,76,17.0,9.5,0,75,1.35
WX0004785,DEN,2023-05-15,18,High Winds,69,10.5,8.7,0,84,2.28
WX0004786,DEN,2023-05-16,6,Clear,62,23.2,9.0,0,79,1.48
WX0004787,DEN,2023-05-16,12,Snow,72,0.9,3.9,0.73,62,3.13
WX0004788,DEN,2023-05-16,18,High Winds,51,29.3,5.2,0,40,4.1
WX0004789,DEN,2023-05-17,6,Thunderstorm,70,20.5,2.8,0.84,91,4.68
WX0004790,DEN,2023-05-17,12,Thunderstorm,75,17.6,2.9,1.36,53,4.43
WX0004791,DEN,2023-05-17,18,Clear,70,23.3,9.5,0,82,1.41
WX0004792,DEN,2023-05-18,6,Partly Cloudy,74,24.9,9.2,0,70,1.58
WX0004793,DEN,2023-05-18,12,Fog,64,15.3,5.7,0.27,75,2.97
WX0004794,DEN,2023-05-18,18,Thunderstorm,85,3.4,2.9,1.02,35,3.34
WX0004795,DEN,2023-05-19,6,Heavy Rain,66,12.3,1.6,1.35,74,3.37
WX0004796,DEN,2023-05-19,12,Fog,74,1.1,3.2,0.26,56,2.59
WX0004797,DEN,2023-05-19,18,Clear,70,2.7,9.5,0,91,0.95
WX0004798,DEN,2023-05-20,6,High Winds,65,15.4,6.5,0,66,2.99
WX0004799,DEN,2023-05-20,12,Thunderstorm,66,0.2,1.5,0.4,37,3.35
WX0004800,DEN,2023-05-20,18,Heavy Rain,65,1.3,2.5,0.44,37,2.53
WX0004801,DEN,2023-05-21,6,Thunderstorm,75,3.8,1.4,0.82,30,3.67
WX0004802,DEN,2023-05-21,12,Partly Cloudy,60,8.0,9.0,0,91,1.19
WX0004803,DEN,2023-05-21,18,Heavy Rain,59,3.9,0.9,1.01,57,2.93
WX0004804,DEN,2023-05-22,6,Clear,76,3.5,8.3,0,80,1.08
WX0004805,DEN,2023-05-22,12,High Winds,74,7.2,6.4,0,64,2.57
WX0004806,DEN,2023-05-22,18,Clear,61,2.6,9.5,0,86,0.95
WX0004807,DEN,2023-05-23,6,Thunderstorm,62,1.1,1.4,1.32,86,3.44
WX0004808,DEN,2023-05-23,12,Overcast,65,26.3,7.7,0,70,2.04
WX0004809,DEN,2023-05-23,18,High Winds,73,5.7,8.2,0,48,2.16
WX0004810,DEN,2023-05-24,6,Partly Cloudy,54,0.6,8.0,0,32,1.1
WX0004811,DEN,2023-05-24,12,Overcast,66,7.1,7.6,0,49,1.46
WX0004812,DEN,2023-05-24,18,High Winds,62,2.0,8.0,0,58,2.02
WX0004813,DEN,2023-05-25,6,Heavy Rain,70,2.6,1.6,0.84,39,2.74
WX0004814,DEN,2023-05-25,12,Partly Cloudy,60,10.2,9.3,0,92,1.21
WX0004815,DEN,2023-05-25,18,Overcast,69,15.1,6.3,0,31,1.89
WX0004816,DEN,2023-05-26,6,Heavy Rain,65,9.3,2.6,0.96,47,3.0
WX0004817,DEN,2023-05-26,12,Snow,71,16.5,2.2,0.51,40,4.78
WX0004818,DEN,2023-05-26,18,High Winds,69,1.0,6.6,0,70,2.2
WX0004819,DEN,2023-05-27,6,Clear,61,0.6,9.4,0,44,0.91
WX0004820,DEN,2023-05-27,12,High Winds,76,2.1,7.6,0,30,2.09
WX0004821,DEN,2023-05-27,18,Partly Cloudy,74,15.7,9.9,0,89,1.27
WX0004822,DEN,2023-05-28,6,Overcast,65,3.2,8.6,0,49,1.23
WX0004823,DEN,2023-05-28,12,Overcast,80,21.2,7.3,0,88,1.94
WX0004824,DEN,2023-05-28,18,Clear,83,5.7,8.2,0,71,1.15
WX0004825,DEN,2023-05-29,6,Thunderstorm,83,5.8,2.1,0.86,49,3.69
WX0004826,DEN,2023-05-29,12,Light Rain,87,7.7,2.7,0.14,79,2.37
WX0004827,DEN,2023-05-29,18,Thunderstorm,56,21.0,1.5,0.9,67,5.08
WX0004828,DEN,2023-05-30,6,Snow,67,7.1,1.4,0.44,92,4.16
WX0004829,DEN,2023-05-30,12,Light Rain,79,0.2,5.0,0.28,69,1.73
WX0004830,DEN,2023-05-30,18,Overcast,76,21.9,6.5,0,86,2.09
WX0004831,DEN,2023-05-31,6,Clear,78,3.7,8.3,0,59,1.09
WX0004832,DEN,2023-05-31,12,Clear,72,19.2,9.7,0,61,1.3
WX0004833,DEN,2023-05-31,18,Partly Cloudy,74,5.0,9.7,0,49,1.04
WX0004834,DEN,2023-06-01,6,Clear,82,0.2,8.1,0,66,1.02
WX0004835,DEN,2023-06-01,12,Thunderstorm,90,2.6,1.4,0.53,55,3.57
WX0004836,DEN,2023-06-01,18,Thunderstorm,96,1.9,0.6,1.29,59,3.66
WX0004837,DEN,2023-06-02,6,Clear,63,7.2,9.5,0,55,1.05
WX0004838,DEN,2023-06-02,12,Clear,67,4.3,8.2,0,53,1.11
WX0004839,DEN,2023-06-02,18,Overcast,76,55.4,7.1,0,91,3.08
WX0004840,DEN,2023-06-03,6,Light Rain,75,0.4,4.2,0.18,57,1.84
WX0004841,DEN,2023-06-03,12,Thunderstorm,84,12.1,0.9,0.95,56,4.48
WX0004842,DEN,2023-06-03,18,Overcast,92,10.1,5.4,0,33,1.83
WX0004843,DEN,2023-06-04,6,Overcast,82,2.3,7.0,0,60,1.37
WX0004844,DEN,2023-06-04,12,Fog,74,6.9,2.0,0.12,42,3.17
WX0004845,DEN,2023-06-04,18,Thunderstorm,72,10.6,1.2,1.26,56,4.28
WX0004846,DEN,2023-06-05,6,Clear,78,25.6,8.6,0,83,1.59
WX0004847,DEN,2023-06-05,12,Partly Cloudy,66,31.3,8.4,0,88,1.86
WX0004848,DEN,2023-06-05,18,Thunderstorm,76,9.3,0.6,0.47,54,4.3
WX0004849,DEN,2023-06-06,6,Partly Cloudy,80,8.5,8.6,0,57,1.24
WX0004850,DEN,2023-06-06,12,Clear,87,6.1,8.1,0,31,1.17
WX0004851,DEN,2023-06-06,18,Heavy Rain,79,47.7,1.6,0.34,84,5.65
WX0004852,DEN,2023-06-07,6,Overcast,80,35.1,6.1,0,95,2.61
WX0004853,DEN,2023-06-07,12,Overcast,85,51.1,9.0,0,55,2.51
WX0004854,DEN,2023-06-07,18,Thunderstorm,92,0.4,1.9,0.41,42,3.29
WX0004855,DEN,2023-06-08,6,High Winds,77,33.2,5.9,0,90,4.13
WX0004856,DEN,2023-06-08,12,Overcast,79,16.0,8.5,0,77,1.61
WX0004857,DEN,2023-06-08,18,Partly Cloudy,71,22.4,8.6,0,84,1.6
WX0004858,DEN,2023-06-09,6,Thunderstorm,64,4.5,2.2,1.4,44,3.56
WX0004859,DEN,2023-06-09,12,Partly Cloudy,75,8.6,8.3,0,34,1.28
WX0004860,DEN,2023-06-09,18,Overcast,89,4.8,6.2,0,91,1.55
WX0004861,DEN,2023-06-10,6,Partly Cloudy,71,47.4,9.1,0,83,2.14
WX0004862,DEN,2023-06-10,12,Partly Cloudy,93,2.4,9.8,0,39,0.97
WX0004863,DEN,2023-06-10,18,Partly Cloudy,84,5.9,9.2,0,76,1.12
WX0004864,DEN,2023-06-11,6,Light Rain,78,27.0,4.9,0.14,60,2.91
WX0004865,DEN,2023-06-11,12,Overcast,76,14.3,8.1,0,44,1.62
WX0004866,DEN,2023-06-11,18,Thunderstorm,71,18.2,2.2,0.59,40,4.66
WX0004867,DEN,2023-06-12,6,Clear,80,1.1,9.9,0,84,0.88
WX0004868,DEN,2023-06-12,12,Thunderstorm,60,10.8,1.3,0.41,49,4.27
WX0004869,DEN,2023-06-12,18,Clear,81,67.1,9.3,0,74,2.44
WX0004870,DEN,2023-06-13,6,Partly Cloudy,83,25.3,8.5,0,78,1.69
WX0004871,DEN,2023-06-13,12,Partly Cloudy,73,4.7,9.2,0,73,1.09
WX0004872,DEN,2023-06-13,18,Overcast,67,5.1,7.3,0,38,1.43
WX0004873,DEN,2023-06-14,6,Clear,72,9.7,8.2,0,30,1.25
WX0004874,DEN,2023-06-14,12,Overcast,75,10.2,8.9,0,69,1.39
WX0004875,DEN,2023-06-14,18,Light Rain,77,20.7,3.2,0.19,56,2.93
WX0004876,DEN,2023-06-15,6,Clear,82,2.6,9.7,0,72,0.93
WX0004877,DEN,2023-06-15,12,Clear,56,4.4,9.1,0,64,1.03
WX0004878,DEN,2023-06-15,18,Overcast,83,5.6,8.6,0,43,1.3
WX0004879,DEN,2023-06-16,6,Clear,78,0.9,9.8,0,32,0.89
WX0004880,DEN,2023-06-16,12,Thunderstorm,80,0.1,1.3,0.71,82,3.37
WX0004881,DEN,2023-06-16,18,Light Rain,87,0.5,4.1,0.17,76,1.85
WX0004882,DEN,2023-06-17,6,Clear,75,4.7,8.0,0,89,1.14
WX0004883,DEN,2023-06-17,12,Overcast,69,3.8,6.6,0,79,1.47
WX0004884,DEN,2023-06-17,18,Clear,76,31.8,9.8,0,86,1.56
WX0004885,DEN,2023-06-18,6,Clear,75,75.2,8.9,0,41,2.72
WX0004886,DEN,2023-06-18,12,Clear,71,17.6,8.3,0,65,1.43
WX0004887,DEN,2023-06-18,18,High Winds,93,4.3,6.9,0,40,2.32
WX0004888,DEN,2023-06-19,6,Light Rain,71,5.9,5.6,0.15,53,1.9
WX0004889,DEN,2023-06-19,12,Overcast,80,6.6,5.2,0,69,1.72
WX0004890,DEN,2023-06-19,18,Partly Cloudy,79,0.1,9.3,0,58,0.97
WX0004891,DEN,2023-06-20,6,Thunderstorm,89,41.5,1.2,1.26,66,6.89
WX0004892,DEN,2023-06-20,12,Partly Cloudy,79,10.0,9.6,0,47,1.17
WX0004893,DEN,2023-06-20,18,Overcast,81,20.6,6.3,0,60,2.08
WX0004894,DEN,2023-06-21,6,Clear,74,1.6,9.2,0,36,0.95
WX0004895,DEN,2023-06-21,12,Overcast,85,12.4,8.9,0,33,1.45
WX0004896,DEN,2023-06-21,18,Clear,76,15.8,9.6,0,93,1.23
WX0004897,DEN,2023-06-22,6,Partly Cloudy,75,2.6,9.7,0,48,0.99
WX0004898,DEN,2023-06-22,12,Thunderstorm,78,0.5,2.5,0.65,53,3.19
WX0004899,DEN,2023-06-22,18,Partly Cloudy,74,30.0,9.5,0,49,1.65
WX0004900,DEN,2023-06-23,6,Thunderstorm,73,2.8,0.6,0.61,84,3.74
WX0004901,DEN,2023-06-23,12,Clear,76,19.9,8.9,0,85,1.41
WX0004902,DEN,2023-06-23,18,Partly Cloudy,78,10.4,8.3,0,87,1.33
WX0004903,DEN,2023-06-24,6,Partly Cloudy,79,1.2,8.6,0,52,1.06
WX0004904,DEN,2023-06-24,12,Clear,68,9.7,9.8,0,32,1.08
WX0004905,DEN,2023-06-24,18,Overcast,79,2.4,5.4,0,43,1.55
WX0004906,DEN,2023-06-25,6,Clear,70,7.3,8.1,0,62,1.2
WX0004907,DEN,2023-06-25,12,Clear,75,12.7,9.7,0,48,1.15
WX0004908,DEN,2023-06-25,18,Partly Cloudy,79,31.6,8.1,0,48,1.92
WX0004909,DEN,2023-06-26,6,Partly Cloudy,81,1.8,8.1,0,32,1.12
WX0004910,DEN,2023-06-26,12,Thunderstorm,72,3.0,1.2,0.88,37,3.64
WX0004911,DEN,2023-06-26,18,Thunderstorm,71,16.2,0.7,1.19,78,4.88
WX0004912,DEN,2023-06-27,6,Clear,73,1.5,8.4,0,49,1.02
WX0004913,DEN,2023-06-27,12,Overcast,70,2.6,6.7,0,67,1.42
WX0004914,DEN,2023-06-27,18,High Winds,81,2.3,7.9,0,93,2.05
WX0004915,DEN,2023-06-28,6,Partly Cloudy,92,5.5,9.4,0,70,1.09
WX0004916,DEN,2023-06-28,12,Clear,95,9.0,9.2,0,71,1.12
WX0004917,DEN,2023-06-28,18,Partly Cloudy,74,16.2,8.2,0,35,1.49
WX0004918,DEN,2023-06-29,6,Clear,89,2.9,9.3,0,32,0.98
WX0004919,DEN,2023-06-29,12,Thunderstorm,62,36.5,2.5,0.68,30,6.02
WX0004920,DEN,2023-06-29,18,Partly Cloudy,63,65.9,8.5,0,90,2.74
WX0004921,DEN,2023-06-30,6,Clear,65,1.3,8.1,0,53,1.04
WX0004922,DEN,2023-06-30,12,Clear,80,1.2,8.6,0,36,1.0
WX0004923,DEN,2023-06-30,18,Overcast,83,11.8,6.0,0,53,1.81
WX0004924,DEN,2023-07-01,6,Clear,85,3.9,9.8,0,34,0.95
WX0004925,DEN,2023-07-01,12,Heavy Rain,94,2.0,2.5,1.43,73,2.57
WX0004926,DEN,2023-07-01,18,Clear,96,15.7,9.7,0,50,1.22
WX0004927,DEN,2023-07-02,6,Overcast,87,9.1,8.1,0,53,1.46
WX0004928,DEN,2023-07-02,12,Partly Cloudy,83,6.2,9.7,0,32,1.07
WX0004929,DEN,2023-07-02,18,Partly Cloudy,91,6.1,8.3,0,35,1.21
WX0004930,DEN,2023-07-03,6,Overcast,94,0.9,8.7,0,95,1.16
WX0004931,DEN,2023-07-03,12,Overcast,85,7.3,6.2,0,31,1.63
WX0004932,DEN,2023-07-03,18,Clear,83,7.1,8.3,0,46,1.17
WX0004933,DEN,2023-07-04,6,Clear,81,20.8,9.7,0,82,1.33
WX0004934,DEN,2023-07-04,12,Clear,79,8.9,8.9,0,53,1.15
WX0004935,DEN,2023-07-04,18,Partly Cloudy,90,16.2,9.1,0,91,1.38
WX0004936,DEN,2023-07-05,6,Clear,74,2.0,10.0,0,48,0.89
WX0004937,DEN,2023-07-05,12,Partly Cloudy,84,3.4,9.9,0,34,0.99
WX0004938,DEN,2023-07-05,18,Clear,82,4.9,9.3,0,83,1.02
WX0004939,DEN,2023-07-06,6,High Winds,77,4.2,6.6,0,74,2.37
WX0004940,DEN,2023-07-06,12,Clear,84,15.0,9.9,0,55,1.18
WX0004941,DEN,2023-07-06,18,Thunderstorm,87,21.0,2.4,0.81,30,4.83
WX0004942,DEN,2023-07-07,6,Partly Cloudy,91,27.9,8.8,0,74,1.71
WX0004943,DEN,2023-07-07,12,Light Rain,72,4.4,4.9,0.16,82,1.93
WX0004944,DEN,2023-07-07,18,Partly Cloudy,78,24.2,8.0,0,37,1.73
WX0004945,DEN,2023-07-08,6,Overcast,76,12.8,8.3,0,36,1.54
WX0004946,DEN,2023-07-08,12,High Winds,98,7.0,7.9,0,45,2.27
WX0004947,DEN,2023-07-08,18,Overcast,85,11.6,7.0,0,69,1.68
WX0004948,DEN,2023-07-09,6,Partly Cloudy,72,7.8,9.0,0,62,1.18
WX0004949,DEN,2023-07-09,12,Heavy Rain,95,53.8,1.0,1.45,58,6.24
WX0004950,DEN,2023-07-09,18,Partly Cloudy,72,5.1,9.8,0,43,1.04
WX0004951,DEN,2023-07-10,6,Thunderstorm,89,8.4,2.6,0.72,53,3.79
WX0004952,DEN,2023-07-10,12,Clear,94,17.4,9.3,0,36,1.31
WX0004953,DEN,2023-07-10,18,Overcast,81,8.0,8.5,0,79,1.38
WX0004954,DEN,2023-07-11,6,Thunderstorm,91,5.0,0.5,1.39,64,3.95
WX0004955,DEN,2023-07-11,12,Clear,78,22.1,8.4,0,79,1.53
WX0004956,DEN,2023-07-11,18,Clear,79,22.5,8.0,0,41,1.59
WX0004957,DEN,2023-07-12,6,Clear,91,34.6,8.4,0,61,1.84
WX0004958,DEN,2023-07-12,12,Thunderstorm,77,14.7,2.3,0.42,38,4.36
WX0004959,DEN,2023-07-12,18,Partly Cloudy,96,0.1,8.2,0,76,1.06
WX0004960,DEN,2023-07-13,6,Heavy Rain,90,2.2,2.2,1.08,81,2.63
WX0004961,DEN,2023-07-13,12,Partly Cloudy,83,0.9,8.4,0,80,1.07
WX0004962,DEN,2023-07-13,18,Overcast,86,13.4,8.0,0,42,1.6
WX0004963,DEN,2023-07-14,6,Partly Cloudy,78,1.9,8.4,0,54,1.09
WX0004964,DEN,2023-07-14,12,Heavy Rain,88,35.2,2.6,0.52,52,4.58
WX0004965,DEN,2023-07-14,18,Thunderstorm,66,0.9,0.9,0.57,46,3.52
WX0004966,DEN,2023-07-15,6,Thunderstorm,103,2.9,1.4,1.43,41,3.59
WX0004967,DEN,2023-07-15,12,Partly Cloudy,81,19.8,9.9,0,76,1.36
WX0004968,DEN,2023-07-15,18,High Winds,82,1.0,7.4,0,76,2.07
WX0004969,DEN,2023-07-16,6,Partly Cloudy,86,0.3,9.2,0,94,0.98
WX0004970,DEN,2023-07-16,12,Thunderstorm,65,18.4,1.1,1.15,92,4.97
WX0004971,DEN,2023-07-16,18,Partly Cloudy,92,20.3,9.4,0,70,1.44
WX0004972,DEN,2023-07-17,6,Clear,92,37.4,9.7,0,89,1.69
WX0004973,DEN,2023-07-17,12,High Winds,85,15.1,6.1,0,46,3.06
WX0004974,DEN,2023-07-17,18,Thunderstorm,91,44.4,1.3,1.17,89,7.1
WX0004975,DEN,2023-07-18,6,Fog,77,20.2,5.3,0.18,54,3.32
WX0004976,DEN,2023-07-18,12,Clear,86,2.7,8.0,0,33,1.09
WX0004977,DEN,2023-07-18,18,Clear,89,1.2,8.8,0,91,0.98
WX0004978,DEN,2023-07-19,6,Clear,91,21.8,8.8,0,81,1.47
WX0004979,DEN,2023-07-19,12,Clear,82,4.5,8.1,0,32,1.13
WX0004980,DEN,2023-07-19,18,Clear,87,23.9,8.2,0,86,1.6
WX0004981,DEN,2023-07-20,6,Thunderstorm,83,18.9,2.0,0.8,84,4.77
WX0004982,DEN,2023-07-20,12,Clear,92,1.2,9.0,0,49,0.96
WX0004983,DEN,2023-07-20,18,Clear,85,13.8,8.4,0,41,1.33
WX0004984,DEN,2023-07-21,6,Partly Cloudy,85,3.1,9.5,0,66,1.02
WX0004985,DEN,2023-07-21,12,Overcast,85,22.3,6.8,0,91,2.06
WX0004986,DEN,2023-07-21,18,Heavy Rain,84,14.4,3.0,0.67,58,3.24
WX0004987,DEN,2023-07-22,6,High Winds,81,18.0,6.7,0,69,3.09
WX0004988,DEN,2023-07-22,12,Fog,95,5.7,3.5,0.14,91,2.83
WX0004989,DEN,2023-07-22,18,Partly Cloudy,83,0.1,9.5,0,46,0.95
WX0004990,DEN,2023-07-23,6,High Winds,70,2.4,5.6,0,54,2.44
WX0004991,DEN,2023-07-23,12,Clear,94,12.0,9.8,0,68,1.13
WX0004992,DEN,2023-07-23,18,Clear,87,3.5,9.9,0,83,0.93
WX0004993,DEN,2023-07-24,6,Light Rain,79,9.5,3.5,0.23,46,2.35
WX0004994,DEN,2023-07-24,12,Thunderstorm,97,16.4,2.0,0.77,78,4.57
WX0004995,DEN,2023-07-24,18,High Winds,84,5.4,7.4,0,75,2.29
WX0004996,DEN,2023-07-25,6,Partly Cloudy,85,11.9,9.5,0,30,1.23
WX0004997,DEN,2023-07-25,12,Clear,89,8.1,8.6,0,75,1.17
WX0004998,DEN,2023-07-25,18,Thunderstorm,73,8.1,1.1,0.58,91,4.09
WX0004999,DEN,2023-07-26,6,Overcast,92,0.2,6.9,0,70,1.32
WX0005000,DEN,2023-07-26,12,Partly Cloudy,79,11.5,8.1,0,31,1.38
WX0005001,DEN,2023-07-26,18,Clear,82,22.0,9.1,0,53,1.44
WX0005002,DEN,2023-07-27,6,Partly Cloudy,85,4.2,8.2,0,91,1.17
WX0005003,DEN,2023-07-27,12,Thunderstorm,101,4.3,1.1,0.8,40,3.77
WX0005004,DEN,2023-07-27,18,Clear,80,0.3,9.1,0,71,0.93
WX0005005,DEN,2023-07-28,6,High Winds,86,27.2,8.1,0,76,3.2
WX0005006,DEN,2023-07-28,12,Light Rain,79,6.1,4.0,0.27,81,2.12
WX0005007,DEN,2023-07-28,18,Overcast,91,9.1,5.8,0,60,1.74
WX0005008,DEN,2023-07-29,6,Overcast,91,9.7,6.5,0,34,1.68
WX0005009,DEN,2023-07-29,12,Heavy Rain,95,17.4,2.3,0.88,62,3.56
WX0005010,DEN,2023-07-29,18,Heavy Rain,95,11.8,0.8,0.9,66,3.48
WX0005011,DEN,2023-07-30,6,Thunderstorm,99,6.0,2.2,0.46,85,3.68
WX0005012,DEN,2023-07-30,12,Clear,85,4.2,9.5,0,58,0.99
WX0005013,DEN,2023-07-30,18,Clear,78,3.9,9.8,0,68,0.95
WX0005014,DEN,2023-07-31,6,Clear,89,3.7,8.7,0,66,1.05
WX0005015,DEN,2023-07-31,12,Clear,90,13.8,9.3,0,45,1.22
WX0005016,DEN,2023-07-31,18,Clear,91,23.5,9.8,0,63,1.38
WX0005017,DEN,2023-08-01,6,Overcast,86,17.8,7.3,0,57,1.84
WX0005018,DEN,2023-08-01,12,High Winds,75,15.5,5.2,0,83,3.29
WX0005019,DEN,2023-08-01,18,Partly Cloudy,91,6.8,9.7,0,62,1.08
WX0005020,DEN,2023-08-02,6,Clear,74,0.8,9.3,0,81,0.93
WX0005021,DEN,2023-08-02,12,Overcast,66,26.3,7.4,0,63,2.09
WX0005022,DEN,2023-08-02,18,Clear,86,16.8,8.5,0,73,1.39
WX0005023,DEN,2023-08-03,6,Clear,83,0.1,9.9,0,68,0.86
WX0005024,DEN,2023-08-03,12,Partly Cloudy,75,13.9,8.1,0,68,1.44
WX0005025,DEN,2023-08-03,18,Thunderstorm,86,18.1,0.8,1.02,52,5.02
WX0005026,DEN,2023-08-04,6,Clear,82,0.6,8.5,0,43,0.99
WX0005027,DEN,2023-08-04,12,Thunderstorm,91,6.9,1.0,1.42,58,4.01
WX0005028,DEN,2023-08-04,18,Heavy Rain,82,5.4,0.6,0.68,30,3.08
WX0005029,DEN,2023-08-05,6,Overcast,81,16.0,5.6,0,90,2.02
