delay_id,flight_id,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,total_delay_min,primary_cause
DD002886,FL010087,0,5,3,128,0,136,Security Delay
DD002887,FL010103,0,0,0,0,45,45,Late Aircraft Delay
DD002888,FL010104,23,1,2,1,0,27,Carrier Delay
DD002889,FL010105,0,0,25,0,0,25,NAS Delay
DD002890,FL010110,1,0,6,0,57,64,Late Aircraft Delay
DD002891,FL010119,0,31,0,3,4,38,Weather Delay
DD002892,FL010129,0,13,0,3,6,22,Weather Delay
DD002893,FL010139,0,30,5,1,3,39,Weather Delay
DD002894,FL010141,16,0,9,3,0,28,Carrier Delay
DD002895,FL010145,0,0,0,0,51,51,Late Aircraft Delay
DD002896,FL010148,16,0,1,0,1,18,Carrier Delay
DD002897,FL010151,1,10,0,2,9,22,Weather Delay
DD002898,FL010155,0,104,7,73,10,194,Weather Delay
DD002899,FL010159,3,1,10,27,0,41,Security Delay
DD002900,FL010160,0,2,10,0,6,18,NAS Delay
DD002901,FL010161,0,3,0,0,25,28,Late Aircraft Delay
DD002902,FL010171,0,0,0,0,40,40,Late Aircraft Delay
DD002903,FL010174,0,0,16,0,0,16,NAS Delay
DD002904,FL010179,4,0,15,2,40,61,Late Aircraft Delay
DD002905,FL010180,17,3,3,2,1,26,Carrier Delay
DD002906,FL010187,0,9,0,1,5,15,Weather Delay
DD002907,FL010193,0,4,0,0,23,27,Late Aircraft Delay
DD002908,FL010195,23,3,4,1,0,31,Carrier Delay
DD002909,FL010201,0,2,19,0,0,21,NAS Delay
DD002910,FL010204,26,2,8,13,0,49,Carrier Delay
DD002911,FL010218,1,4,0,0,20,25,Late Aircraft Delay
DD002912,FL010221,129,0,0,3,0,132,Carrier Delay
DD002913,FL010224,2,13,13,0,0,28,Weather Delay
DD002914,FL010227,46,1,0,10,1,58,Carrier Delay
DD002915,FL010231,0,6,13,0,1,20,NAS Delay
DD002916,FL010232,8,2,63,8,14,95,NAS Delay
DD002917,FL010240,0,2,4,13,0,19,Security Delay
DD002918,FL010242,14,2,7,176,4,203,Security Delay
DD002919,FL010243,0,20,1,0,1,22,Weather Delay
DD002920,FL010244,5,1,16,0,5,27,NAS Delay
DD002921,FL010248,11,0,0,12,5,28,Security Delay
DD002922,FL010253,6,6,2,1,0,15,Carrier Delay
DD002923,FL010254,0,1,16,0,0,17,NAS Delay
DD002924,FL010255,12,3,2,0,1,18,Carrier Delay
DD002925,FL010259,8,8,9,134,23,182,Security Delay
DD002926,FL010263,0,8,1,47,9,65,Security Delay
DD002927,FL010265,15,10,75,21,6,127,NAS Delay
DD002928,FL010268,3,1,1,12,0,17,Security Delay
DD002929,FL010274,1,3,3,8,0,15,Security Delay
DD002930,FL010281,1,64,4,1,2,72,Weather Delay
DD002931,FL010286,8,1,6,62,4,81,Security Delay
DD002932,FL010287,18,36,3,0,0,57,Weather Delay
DD002933,FL010294,0,0,21,0,0,21,NAS Delay
DD002934,FL010300,19,0,1,1,0,21,Carrier Delay
DD002935,FL010303,46,2,0,32,7,87,Carrier Delay
DD002936,FL010312,9,4,5,2,1,21,Carrier Delay
DD002937,FL010317,0,0,47,3,4,54,NAS Delay
DD002938,FL010320,0,0,21,1,0,22,NAS Delay
DD002939,FL010323,4,0,3,8,9,24,Late Aircraft Delay
DD002940,FL010329,3,7,1,0,5,16,Weather Delay
DD002941,FL010337,1,3,3,4,6,17,Late Aircraft Delay
DD002942,FL010340,5,7,7,3,38,60,Late Aircraft Delay
DD002943,FL010342,0,1,1,166,3,171,Security Delay
DD002944,FL010344,2,6,0,28,21,57,Security Delay
DD002945,FL010348,0,0,4,3,14,21,Late Aircraft Delay
DD002946,FL010349,7,1,38,0,14,60,NAS Delay
DD002947,FL010350,0,26,1,50,0,77,Security Delay
DD002948,FL010354,3,65,2,1,11,82,Weather Delay
DD002949,FL010357,6,2,10,1,0,19,NAS Delay
DD002950,FL010360,0,6,38,9,26,79,NAS Delay
DD002951,FL010366,1,7,2,15,5,30,Security Delay
DD002952,FL010367,27,4,8,15,9,63,Carrier Delay
DD002953,FL010368,0,20,23,0,82,125,Late Aircraft Delay
DD002954,FL010369,15,2,1,14,0,32,Carrier Delay
DD002955,FL010371,12,0,0,5,0,17,Carrier Delay
DD002956,FL010377,3,12,14,15,44,88,Late Aircraft Delay
DD002957,FL010379,0,0,13,7,1,21,NAS Delay
DD002958,FL010384,0,31,0,2,0,33,Weather Delay
DD002959,FL010385,15,7,5,30,9,66,Security Delay
DD002960,FL010388,0,9,34,0,0,43,NAS Delay
DD002961,FL010391,1,25,0,0,0,26,Weather Delay
DD002962,FL010392,16,3,0,0,0,19,Carrier Delay
DD002963,FL010393,89,5,30,22,5,151,Carrier Delay
DD002964,FL010397,0,3,5,22,9,39,Security Delay
DD002965,FL010398,0,28,19,26,3,76,Weather Delay
DD002966,FL010400,6,1,1,23,0,31,Security Delay
DD002967,FL010402,9,3,1,0,6,19,Carrier Delay
DD002968,FL010403,0,24,1,3,1,29,Weather Delay
DD002969,FL010406,6,7,4,1,1,19,Weather Delay
DD002970,FL010408,5,5,1,11,1,23,Security Delay
DD002971,FL010411,2,0,3,0,10,15,Late Aircraft Delay
DD002972,FL010413,6,1,0,2,9,18,Late Aircraft Delay
DD002973,FL010414,7,21,0,0,59,87,Late Aircraft Delay
DD002974,FL010422,1,2,10,4,1,18,NAS Delay
DD002975,FL010424,27,3,1,0,9,40,Carrier Delay
DD002976,FL010429,7,3,22,4,12,48,NAS Delay
DD002977,FL010430,0,16,1,13,7,37,Weather Delay
DD002978,FL010433,4,3,7,3,0,17,NAS Delay
DD002979,FL010437,1,9,1,0,13,24,Late Aircraft Delay
DD002980,FL010439,142,4,42,28,7,223,Carrier Delay
DD002981,FL010441,1,2,3,14,0,20,Security Delay
DD002982,FL010443,4,0,17,51,8,80,Security Delay
DD002983,FL010448,1,1,48,4,2,56,NAS Delay
DD002984,FL010464,17,47,5,15,0,84,Weather Delay
DD002985,FL010465,6,6,5,8,11,36,Late Aircraft Delay
DD002986,FL010467,1,45,20,0,0,66,Weather Delay
DD002987,FL010476,0,23,0,0,9,32,Weather Delay
DD002988,FL010477,5,2,0,6,9,22,Late Aircraft Delay
DD002989,FL010479,0,0,0,38,0,38,Security Delay
DD002990,FL010480,5,0,4,2,8,19,Late Aircraft Delay
DD002991,FL010483,1,7,122,0,3,133,NAS Delay
DD002992,FL010486,4,4,1,12,10,31,Security Delay
DD002993,FL010487,0,18,20,94,1,133,Security Delay
DD002994,FL010493,48,10,8,17,17,100,Carrier Delay
DD002995,FL010494,1,5,0,15,1,22,Security Delay
DD002996,FL010497,0,2,0,30,3,35,Security Delay
DD002997,FL010501,1,16,0,2,3,22,Weather Delay
DD002998,FL010503,4,0,0,14,5,23,Security Delay
DD002999,FL010505,22,1,0,0,0,23,Carrier Delay
DD003000,FL010512,9,10,0,6,0,25,Weather Delay
DD003001,FL010515,1,41,0,3,0,45,Weather Delay
DD003002,FL010517,0,2,1,18,3,24,Security Delay
DD003003,FL010520,6,38,81,33,0,158,NAS Delay
DD003004,FL010521,12,15,28,145,106,306,Security Delay
DD003005,FL010522,0,0,21,0,0,21,NAS Delay
DD003006,FL010524,0,5,2,0,11,18,Late Aircraft Delay
DD003007,FL010527,0,80,1,0,18,99,Weather Delay
DD003008,FL010530,31,0,0,1,0,32,Carrier Delay
DD003009,FL010532,12,108,2,1,24,147,Weather Delay
DD003010,FL010538,0,0,18,0,0,18,NAS Delay
DD003011,FL010542,2,9,0,0,11,22,Late Aircraft Delay
DD003012,FL010546,2,12,109,1,0,124,NAS Delay
DD003013,FL010548,1,16,2,0,0,19,Weather Delay
DD003014,FL010554,1,2,27,0,0,30,NAS Delay
DD003015,FL010555,0,17,0,9,5,31,Weather Delay
DD003016,FL010562,11,1,2,9,36,59,Late Aircraft Delay
DD003017,FL010563,10,1,1,4,6,22,Carrier Delay
DD003018,FL010564,9,3,32,22,19,85,NAS Delay
DD003019,FL010570,1,16,11,1,17,46,Late Aircraft Delay
DD003020,FL010574,1,103,0,5,0,109,Weather Delay
DD003021,FL010576,39,2,5,5,1,52,Carrier Delay
DD003022,FL010583,89,2,12,2,1,106,Carrier Delay
DD003023,FL010590,0,29,2,8,1,40,Weather Delay
DD003024,FL010595,17,1,1,11,7,37,Carrier Delay
DD003025,FL010605,7,24,34,36,18,119,Security Delay
DD003026,FL010606,5,3,1,4,4,17,Carrier Delay
DD003027,FL010612,0,20,30,121,2,173,Security Delay
DD003028,FL010613,3,35,0,7,0,45,Weather Delay
DD003029,FL010614,0,0,5,8,14,27,Late Aircraft Delay
DD003030,FL010623,9,7,13,2,10,41,NAS Delay
DD003031,FL010625,0,19,0,19,0,38,Weather Delay
DD003032,FL010626,12,9,2,3,10,36,Carrier Delay
DD003033,FL010633,2,6,0,2,9,19,Late Aircraft Delay
DD003034,FL010635,0,10,0,0,7,17,Weather Delay
DD003035,FL010645,24,1,4,6,5,40,Carrier Delay
DD003036,FL010649,5,8,34,6,5,58,NAS Delay
DD003037,FL010651,1,0,0,0,14,15,Late Aircraft Delay
DD003038,FL010654,4,1,14,5,12,36,NAS Delay
DD003039,FL010659,83,0,0,0,0,83,Carrier Delay
DD003040,FL010660,12,0,2,2,2,18,Carrier Delay
DD003041,FL010661,1,1,17,2,6,27,NAS Delay
DD003042,FL010670,17,0,0,0,0,17,Carrier Delay
DD003043,FL010676,0,0,27,0,0,27,NAS Delay
DD003044,FL010681,24,8,11,7,1,51,Carrier Delay
DD003045,FL010687,1,1,15,0,0,17,NAS Delay
DD003046,FL010689,15,88,12,2,3,120,Weather Delay
DD003047,FL010702,12,4,8,25,8,57,Security Delay
DD003048,FL010709,6,0,0,8,2,16,Security Delay
DD003049,FL010712,0,0,0,26,0,26,Security Delay
DD003050,FL010713,0,0,0,21,0,21,Security Delay
DD003051,FL010720,1,41,2,3,15,62,Weather Delay
DD003052,FL010731,12,0,2,21,22,57,Late Aircraft Delay
DD003053,FL010735,2,0,0,24,13,39,Security Delay
DD003054,FL010745,4,0,19,5,12,40,NAS Delay
DD003055,FL010749,2,12,5,1,3,23,Weather Delay
DD003056,FL010760,4,0,1,15,3,23,Security Delay
DD003057,FL010761,0,3,13,6,1,23,NAS Delay
DD003058,FL010767,1,1,22,0,1,25,NAS Delay
DD003059,FL010772,6,0,1,19,1,27,Security Delay
DD003060,FL010775,3,39,0,1,5,48,Weather Delay
DD003061,FL010776,23,0,1,0,2,26,Carrier Delay
DD003062,FL010785,4,6,1,10,30,51,Late Aircraft Delay
DD003063,FL010786,46,8,10,4,3,71,Carrier Delay
DD003064,FL010790,0,11,5,3,0,19,Weather Delay
DD003065,FL010793,1,7,1,5,2,16,Weather Delay
DD003066,FL010794,14,2,1,0,0,17,Carrier Delay
DD003067,FL010795,0,0,2,53,1,56,Security Delay
DD003068,FL010796,2,9,2,5,0,18,Weather Delay
DD003069,FL010797,1,1,0,0,21,23,Late Aircraft Delay
DD003070,FL010799,11,0,13,1,0,25,NAS Delay
DD003071,FL010800,0,0,21,1,0,22,NAS Delay
DD003072,FL010803,16,0,0,1,0,17,Carrier Delay
DD003073,FL010805,5,1,0,1,8,15,Late Aircraft Delay
DD003074,FL010808,0,22,3,21,0,46,Weather Delay
DD003075,FL010809,0,26,1,4,0,31,Weather Delay
DD003076,FL010812,2,0,1,2,12,17,Late Aircraft Delay
DD003077,FL010819,15,8,2,1,0,26,Carrier Delay
DD003078,FL010820,2,22,0,2,2,28,Weather Delay
DD003079,FL010822,13,9,3,0,13,38,Carrier Delay
DD003080,FL010823,0,6,2,0,22,30,Late Aircraft Delay
DD003081,FL010825,0,1,3,19,0,23,Security Delay
DD003082,FL010827,8,9,0,0,5,22,Weather Delay
DD003083,FL010831,14,7,0,29,1,51,Security Delay
DD003084,FL010839,41,0,0,12,0,53,Carrier Delay
DD003085,FL010844,0,0,57,0,0,57,NAS Delay
DD003086,FL010846,0,1,18,41,6,66,Security Delay
DD003087,FL010848,1,79,0,2,3,85,Weather Delay
DD003088,FL010850,68,13,10,0,0,91,Carrier Delay
DD003089,FL010855,21,0,1,0,0,22,Carrier Delay
DD003090,FL010858,4,16,24,0,25,69,Late Aircraft Delay
DD003091,FL010861,2,23,5,0,1,31,Weather Delay
DD003092,FL010864,17,1,0,0,0,18,Carrier Delay
DD003093,FL010868,3,11,0,4,2,20,Weather Delay
DD003094,FL010876,64,1,0,14,13,92,Carrier Delay
DD003095,FL010877,1,15,0,3,0,19,Weather Delay
DD003096,FL010881,3,0,1,1,19,24,Late Aircraft Delay
DD003097,FL010882,0,1,17,21,38,77,Late Aircraft Delay
DD003098,FL010886,6,1,41,12,32,92,NAS Delay
DD003099,FL010887,0,5,8,0,7,20,NAS Delay
DD003100,FL010888,40,3,0,0,3,46,Carrier Delay
DD003101,FL010890,23,0,0,17,0,40,Carrier Delay
DD003102,FL010901,0,21,0,0,1,22,Weather Delay
DD003103,FL010905,0,18,2,2,0,22,Weather Delay
DD003104,FL010906,9,1,4,0,13,27,Late Aircraft Delay
DD003105,FL010907,15,22,4,23,21,85,Security Delay
DD003106,FL010909,0,0,2,0,16,18,Late Aircraft Delay
DD003107,FL010911,2,1,40,1,2,46,NAS Delay
DD003108,FL010912,10,2,4,1,11,28,Late Aircraft Delay
DD003109,FL010913,4,23,0,0,1,28,Weather Delay
DD003110,FL010919,2,5,0,1,10,18,Late Aircraft Delay
DD003111,FL010920,0,0,10,0,65,75,Late Aircraft Delay
DD003112,FL010923,2,13,4,51,19,89,Security Delay
DD003113,FL010924,3,1,2,13,3,22,Security Delay
DD003114,FL010929,4,1,6,34,0,45,Security Delay
DD003115,FL010934,28,2,7,49,0,86,Security Delay
DD003116,FL010947,4,0,1,5,131,141,Late Aircraft Delay
DD003117,FL010948,16,68,5,2,0,91,Weather Delay
DD003118,FL010950,64,0,9,1,7,81,Carrier Delay
DD003119,FL010954,4,6,2,3,3,18,Weather Delay
DD003120,FL010956,0,377,6,44,15,442,Weather Delay
DD003121,FL010957,3,13,3,7,1,27,Weather Delay
DD003122,FL010963,4,5,9,1,0,19,NAS Delay
DD003123,FL010965,22,33,25,5,27,112,Weather Delay
DD003124,FL010967,6,11,10,9,43,79,Late Aircraft Delay
DD003125,FL010969,16,0,0,0,1,17,Carrier Delay
DD003126,FL010970,6,0,0,11,10,27,Security Delay
DD003127,FL010973,23,57,1,37,3,121,Weather Delay
DD003128,FL010977,4,8,10,26,5,53,Security Delay
DD003129,FL010980,5,1,8,4,5,23,NAS Delay
DD003130,FL010981,1,25,4,17,3,50,Weather Delay
DD003131,FL010984,0,0,26,2,0,28,NAS Delay
DD003132,FL010990,2,15,4,20,8,49,Security Delay
DD003133,FL011000,0,14,0,5,3,22,Weather Delay
DD003134,FL011002,4,15,4,25,11,59,Security Delay
DD003135,FL011003,0,5,10,4,4,23,NAS Delay
DD003136,FL011009,5,14,13,8,9,49,Weather Delay
DD003137,FL011011,5,10,1,1,1,18,Weather Delay
DD003138,FL011015,1,8,1,1,25,36,Late Aircraft Delay
DD003139,FL011020,46,4,0,1,0,51,Carrier Delay
DD003140,FL011025,2,27,2,0,6,37,Weather Delay
DD003141,FL011027,0,1,5,7,2,15,Security Delay
DD003142,FL011030,13,17,22,32,10,94,Security Delay
DD003143,FL011035,16,2,0,0,0,18,Carrier Delay
DD003144,FL011042,13,7,9,69,6,104,Security Delay
DD003145,FL011048,20,0,28,0,0,48,NAS Delay
DD003146,FL011050,3,8,1,5,0,17,Weather Delay
DD003147,FL011053,12,102,1,19,4,138,Weather Delay
DD003148,FL011055,13,5,4,4,1,27,Carrier Delay
DD003149,FL011057,15,22,7,3,16,63,Weather Delay
DD003150,FL011061,2,2,4,14,3,25,Security Delay
DD003151,FL011062,0,4,10,4,1,19,NAS Delay
DD003152,FL011064,1,31,1,1,41,75,Late Aircraft Delay
DD003153,FL011069,3,70,0,0,0,73,Weather Delay
DD003154,FL011070,23,0,0,0,0,23,Carrier Delay
DD003155,FL011077,0,31,1,2,1,35,Weather Delay
DD003156,FL011084,4,0,0,1,16,21,Late Aircraft Delay
DD003157,FL011088,0,1,0,16,0,17,Security Delay
DD003158,FL011090,2,11,1,0,7,21,Weather Delay
DD003159,FL011092,30,9,8,0,2,49,Carrier Delay
DD003160,FL011095,1,37,6,2,62,108,Late Aircraft Delay
DD003161,FL011096,14,13,15,5,55,102,Late Aircraft Delay
DD003162,FL011103,30,17,0,0,0,47,Carrier Delay
DD003163,FL011107,1,2,7,4,3,17,NAS Delay
DD003164,FL011113,9,7,1,0,1,18,Carrier Delay
DD003165,FL011114,0,25,0,0,0,25,Weather Delay
DD003166,FL011122,10,2,3,1,4,20,Carrier Delay
DD003167,FL011124,16,0,0,4,0,20,Carrier Delay
DD003168,FL011125,20,0,4,4,13,41,Carrier Delay
DD003169,FL011126,24,27,0,2,10,63,Weather Delay
DD003170,FL011132,35,6,6,0,1,48,Carrier Delay
DD003171,FL011133,4,3,8,0,3,18,NAS Delay
DD003172,FL011135,8,0,18,0,2,28,NAS Delay
DD003173,FL011137,143,9,8,3,95,258,Carrier Delay
DD003174,FL011140,2,0,4,11,5,22,Security Delay
DD003175,FL011145,2,22,4,1,0,29,Weather Delay
DD003176,FL011149,19,5,10,27,2,63,Security Delay
DD003177,FL011153,9,1,7,4,32,53,Late Aircraft Delay
DD003178,FL011157,0,16,32,7,20,75,NAS Delay
DD003179,FL011161,12,4,2,0,0,18,Carrier Delay
DD003180,FL011162,12,31,98,6,16,163,NAS Delay
DD003181,FL011164,37,1,0,0,2,40,Carrier Delay
DD003182,FL011165,0,0,15,9,0,24,NAS Delay
DD003183,FL011167,1,28,0,0,1,30,Weather Delay
DD003184,FL011168,2,0,0,0,13,15,Late Aircraft Delay
DD003185,FL011173,0,0,0,19,4,23,Security Delay
DD003186,FL011178,0,0,3,50,20,73,Security Delay
DD003187,FL011184,1,0,31,2,1,35,NAS Delay
DD003188,FL011187,3,1,0,0,48,52,Late Aircraft Delay
DD003189,FL011188,62,62,4,24,26,178,Carrier Delay
DD003190,FL011189,13,0,2,3,3,21,Carrier Delay
DD003191,FL011190,11,8,3,0,10,32,Carrier Delay
DD003192,FL011194,8,7,2,4,9,30,Late Aircraft Delay
DD003193,FL011196,7,8,0,19,2,36,Security Delay
DD003194,FL011206,0,0,4,13,1,18,Security Delay
DD003195,FL011209,1,13,4,0,0,18,Weather Delay
DD003196,FL011210,29,0,13,1,11,54,Carrier Delay
DD003197,FL011211,6,1,3,2,9,21,Late Aircraft Delay
DD003198,FL011212,18,0,1,0,0,19,Carrier Delay
DD003199,FL011213,2,10,4,0,14,30,Late Aircraft Delay
DD003200,FL011214,0,35,0,4,4,43,Weather Delay
DD003201,FL011218,25,28,5,0,0,58,Weather Delay
DD003202,FL011219,0,1,10,8,5,24,NAS Delay
DD003203,FL011224,21,1,0,1,0,23,Carrier Delay
DD003204,FL011233,5,16,12,0,5,38,Weather Delay
DD003205,FL011234,2,4,6,1,14,27,Late Aircraft Delay
DD003206,FL011237,3,65,2,30,6,106,Weather Delay
DD003207,FL011238,8,9,0,0,0,17,Weather Delay
DD003208,FL011242,19,42,88,9,11,169,NAS Delay
DD003209,FL011252,11,4,0,54,0,69,Security Delay
DD003210,FL011257,0,2,74,0,1,77,NAS Delay
DD003211,FL011259,14,0,70,3,8,95,NAS Delay
DD003212,FL011260,2,1,5,8,78,94,Late Aircraft Delay
DD003213,FL011267,6,3,2,13,25,49,Late Aircraft Delay
DD003214,FL011270,2,0,9,0,5,16,NAS Delay
DD003215,FL011272,3,0,34,2,0,39,NAS Delay
DD003216,FL011273,2,3,1,2,13,21,Late Aircraft Delay
DD003217,FL011276,7,0,1,1,12,21,Late Aircraft Delay
DD003218,FL011277,12,9,6,31,20,78,Security Delay
DD003219,FL011283,1,10,2,6,1,20,Weather Delay
DD003220,FL011284,0,6,19,0,10,35,NAS Delay
DD003221,FL011286,0,87,0,0,0,87,Weather Delay
DD003222,FL011291,46,0,2,1,0,49,Carrier Delay
DD003223,FL011292,0,13,0,0,6,19,Weather Delay
DD003224,FL011293,39,35,30,11,4,119,Carrier Delay
DD003225,FL011294,44,5,8,7,4,68,Carrier Delay
DD003226,FL011295,13,7,0,3,0,23,Carrier Delay
DD003227,FL011300,3,10,4,1,5,23,Weather Delay
DD003228,FL011301,0,0,0,5,19,24,Late Aircraft Delay
DD003229,FL011303,0,0,12,2,3,17,NAS Delay
DD003230,FL011305,2,0,15,0,1,18,NAS Delay
DD003231,FL011306,3,7,6,1,1,18,Weather Delay
DD003232,FL011310,1,0,2,18,7,28,Security Delay
DD003233,FL011311,2,2,1,2,11,18,Late Aircraft Delay
DD003234,FL011313,2,0,11,2,2,17,NAS Delay
DD003235,FL011320,4,0,0,24,0,28,Security Delay
DD003236,FL011323,0,11,0,0,26,37,Late Aircraft Delay
DD003237,FL011324,0,0,9,25,1,35,Security Delay
DD003238,FL011328,3,9,23,0,25,60,Late Aircraft Delay
DD003239,FL011334,8,3,0,7,0,18,Carrier Delay
DD003240,FL011342,19,16,3,15,37,90,Late Aircraft Delay
DD003241,FL011348,1,4,0,51,2,58,Security Delay
DD003242,FL011351,1,14,2,4,0,21,Weather Delay
DD003243,FL011352,7,6,1,0,8,22,Late Aircraft Delay
DD003244,FL011357,22,0,48,30,0,100,NAS Delay
DD003245,FL011360,0,17,0,6,0,23,Weather Delay
DD003246,FL011362,4,15,25,11,1,56,NAS Delay
DD003247,FL011371,1,0,8,16,33,58,Late Aircraft Delay
DD003248,FL011375,0,11,1,0,7,19,Weather Delay
DD003249,FL011387,59,2,0,0,1,62,Carrier Delay
DD003250,FL011389,0,0,26,8,10,44,NAS Delay
DD003251,FL011392,4,9,0,5,4,22,Weather Delay
DD003252,FL011398,0,3,7,0,12,22,Late Aircraft Delay
DD003253,FL011400,14,0,2,0,10,26,Carrier Delay
DD003254,FL011402,7,7,3,12,6,35,Security Delay
DD003255,FL011405,0,9,6,0,3,18,Weather Delay
DD003256,FL011406,178,1,0,1,0,180,Carrier Delay
DD003257,FL011410,25,10,8,29,9,81,Security Delay
DD003258,FL011412,22,4,2,11,10,49,Carrier Delay
DD003259,FL011416,1,0,9,0,6,16,NAS Delay
DD003260,FL011426,0,61,16,6,10,93,Weather Delay
DD003261,FL011427,48,0,19,56,31,154,Security Delay
DD003262,FL011428,0,0,1,1,22,24,Late Aircraft Delay
DD003263,FL011429,0,1,2,1,28,32,Late Aircraft Delay
DD003264,FL011430,3,0,48,0,0,51,NAS Delay
DD003265,FL011432,1,44,28,3,1,77,Weather Delay
DD003266,FL011435,0,1,0,41,0,42,Security Delay
DD003267,FL011437,7,1,4,4,5,21,Carrier Delay
DD003268,FL011438,159,7,2,75,4,247,Carrier Delay
DD003269,FL011448,1,40,9,8,20,78,Weather Delay
DD003270,FL011452,1,2,41,3,53,100,Late Aircraft Delay
DD003271,FL011461,10,9,21,0,6,46,NAS Delay
DD003272,FL011467,2,1,2,11,3,19,Security Delay
DD003273,FL011469,0,0,2,5,9,16,Late Aircraft Delay
DD003274,FL011471,6,15,1,7,14,43,Weather Delay
DD003275,FL011474,15,0,3,4,0,22,Carrier Delay
DD003276,FL011475,4,8,1,0,38,51,Late Aircraft Delay
DD003277,FL011476,16,2,2,1,5,26,Carrier Delay
DD003278,FL011477,7,15,34,20,7,83,NAS Delay
DD003279,FL011485,26,0,52,2,0,80,NAS Delay
DD003280,FL011487,1,2,3,4,7,17,Late Aircraft Delay
DD003281,FL011488,25,0,0,3,0,28,Carrier Delay
DD003282,FL011490,1,6,51,9,4,71,NAS Delay
DD003283,FL011491,13,3,5,5,1,27,Carrier Delay
DD003284,FL011492,9,9,9,6,4,37,NAS Delay
DD003285,FL011493,5,2,0,0,10,17,Late Aircraft Delay
DD003286,FL011496,0,0,5,1,14,20,Late Aircraft Delay
DD003287,FL011497,57,11,3,2,1,74,Carrier Delay
DD003288,FL011498,0,1,102,59,4,166,NAS Delay
DD003289,FL011500,0,0,0,16,125,141,Late Aircraft Delay
DD003290,FL011503,0,0,0,18,0,18,Security Delay
DD003291,FL011505,15,22,14,11,3,65,Weather Delay
DD003292,FL011506,17,0,1,2,0,20,Carrier Delay
DD003293,FL011509,3,13,0,0,2,18,Weather Delay
DD003294,FL011510,114,4,3,29,2,152,Carrier Delay
DD003295,FL011513,0,0,12,6,0,18,NAS Delay
DD003296,FL011515,10,1,3,0,1,15,Carrier Delay
DD003297,FL011518,0,0,89,0,0,89,NAS Delay
DD003298,FL011524,22,65,22,7,20,136,Weather Delay
DD003299,FL011531,1,0,11,2,3,17,NAS Delay
DD003300,FL011533,5,1,1,95,1,103,Security Delay
DD003301,FL011539,16,1,1,5,0,23,Carrier Delay
DD003302,FL011546,0,1,1,2,18,22,Late Aircraft Delay
DD003303,FL011548,4,1,9,3,2,19,NAS Delay
DD003304,FL011553,16,5,0,9,1,31,Carrier Delay
DD003305,FL011558,3,229,1,18,4,255,Weather Delay
DD003306,FL011562,19,3,4,0,0,26,Carrier Delay
DD003307,FL011564,1,2,0,1,15,19,Late Aircraft Delay
DD003308,FL011569,11,11,32,6,6,66,NAS Delay
DD003309,FL011570,23,0,0,0,0,23,Carrier Delay
DD003310,FL011573,3,1,1,12,2,19,Security Delay
DD003311,FL011577,1,1,0,0,26,28,Late Aircraft Delay
DD003312,FL011582,6,0,12,0,0,18,NAS Delay
DD003313,FL011583,24,15,166,2,84,291,NAS Delay
DD003314,FL011590,15,0,1,0,5,21,Carrier Delay
DD003315,FL011600,16,0,0,6,0,22,Carrier Delay
DD003316,FL011601,0,4,0,8,5,17,Security Delay
DD003317,FL011607,7,0,2,22,2,33,Security Delay
DD003318,FL011611,0,14,0,4,0,18,Weather Delay
DD003319,FL011613,3,0,5,7,2,17,Security Delay
DD003320,FL011616,0,2,9,6,1,18,NAS Delay
DD003321,FL011619,10,0,6,7,2,25,Carrier Delay
DD003322,FL011620,12,18,13,0,4,47,Weather Delay
DD003323,FL011622,18,0,0,1,0,19,Carrier Delay
DD003324,FL011635,0,6,4,9,0,19,Security Delay
DD003325,FL011641,0,28,24,0,0,52,Weather Delay
DD003326,FL011644,0,0,20,0,0,20,NAS Delay
DD003327,FL011645,1,12,4,3,4,24,Weather Delay
DD003328,FL011647,0,22,1,0,0,23,Weather Delay
DD003329,FL011651,11,18,32,6,56,123,Late Aircraft Delay
DD003330,FL011660,0,1,0,15,0,16,Security Delay
DD003331,FL011664,11,9,13,11,6,50,NAS Delay
DD003332,FL011668,0,22,0,11,0,33,Weather Delay
DD003333,FL011673,98,11,13,7,6,135,Carrier Delay
DD003334,FL011674,2,16,0,0,2,20,Weather Delay
DD003335,FL011676,207,1,3,0,153,364,Carrier Delay
DD003336,FL011680,61,16,24,6,12,119,Carrier Delay
DD003337,FL011692,17,1,0,0,5,23,Carrier Delay
DD003338,FL011694,4,1,16,2,10,33,NAS Delay
DD003339,FL011697,0,10,5,0,11,26,Late Aircraft Delay
DD003340,FL011698,19,0,3,0,0,22,Carrier Delay
DD003341,FL011701,0,0,0,14,12,26,Security Delay
DD003342,FL011703,0,3,15,1,0,19,NAS Delay
DD003343,FL011705,0,17,2,22,0,41,Security Delay
DD003344,FL011707,19,0,1,2,26,48,Late Aircraft Delay
DD003345,FL011713,0,2,4,19,3,28,Security Delay
DD003346,FL011716,3,2,0,3,10,18,Late Aircraft Delay
DD003347,FL011717,1,2,1,2,22,28,Late Aircraft Delay
DD003348,FL011718,21,0,0,1,0,22,Carrier Delay
DD003349,FL011722,0,0,14,3,1,18,NAS Delay
DD003350,FL011727,0,0,1,2,48,51,Late Aircraft Delay
DD003351,FL011732,10,3,4,1,0,18,Carrier Delay
DD003352,FL011734,19,1,0,0,0,20,Carrier Delay
